time	V(n003)
1.549652283711255e-003	-4.013250e-001
1.550108140559269e-003	-4.206733e-001
1.550580362062927e-003	-4.320447e-001
1.550947553770643e-003	-4.280870e-001
1.551414544388697e-003	-4.153542e-001
1.551910496343857e-003	-4.106430e-001
1.552281122756799e-003	-4.198627e-001
1.552740494063485e-003	-4.390510e-001
1.553210672749606e-003	-4.503362e-001
1.553577391983201e-003	-4.465526e-001
1.554048021855854e-003	-4.340437e-001
1.554543358944492e-003	-4.296497e-001
1.554915866925200e-003	-4.389513e-001
1.555376324425240e-003	-4.577232e-001
1.555855816361196e-003	-4.683180e-001
1.556232848037380e-003	-4.639558e-001
1.556700946078605e-003	-4.521873e-001
1.557224258593290e-003	-4.496736e-001
1.557620428424962e-003	-4.607961e-001
1.558073043988472e-003	-4.783944e-001
1.558556842160507e-003	-4.858887e-001
1.558961197629828e-003	-4.792452e-001
1.559414350390109e-003	-4.678228e-001
1.559816585624530e-003	-4.669208e-001
1.560183532338596e-003	-4.778293e-001
1.560619654826459e-003	-4.950774e-001
1.561094186775747e-003	-5.037056e-001
1.561492603116230e-003	-4.982038e-001
1.561949905525801e-003	-4.870573e-001
1.562402232056505e-003	-4.857338e-001
1.562783692829074e-003	-4.966418e-001
1.563229179607151e-003	-5.136436e-001
1.563697683928514e-003	-5.211326e-001
